time_taken,latency,attempts,hint_used,correct,question_level,mastery
25.36,3.53,3,1,0,19,0.291
38.71,8.02,4,0,1,39,0.53
9.11,4.24,1,0,1,4,0.154
72.62,4.15,5,1,0,41,0.064
26.67,3.51,6,0,1,38,0.631
14.44,3.8,3,1,1,19,0.181
13.56,4.54,3,1,1,9,0.675
17.88,3.87,2,0,1,26,0.55
83.0,7.28,4,1,0,82,0.739
34.34,8.98,4,0,1,26,0.104
68.37,2.01,1,1,1,34,0.499
56.51,5.01,3,1,0,52,0.528
80.1,3.83,5,0,0,39,0.202
26.96,3.25,4,0,1,7,0.318
71.24,2.1,4,1,1,45,0.509
32.54,1.97,2,0,1,12,0.627
69.11,5.11,2,0,1,43,0.52
12.76,5.28,1,0,1,9,0.379
89.86,8.29,5,1,0,59,0.114
132.81,9.13,3,1,1,75,0.461
125.88,8.29,4,1,0,84,0.794
60.41,4.96,5,1,0,52,0.181
67.52,2.58,3,0,0,45,0.479
37.76,6.25,4,1,0,52,0.328
93.26,6.82,4,0,1,74,0.398
98.68,6.42,4,1,0,36,0.09
85.08,7.64,2,0,0,62,0.413
66.56,11.07,5,1,0,71,0.758
77.5,3.09,4,1,1,83,0.413
102.99,5.98,5,1,0,73,0.422
39.39,6.14,2,1,0,35,0.657
27.75,0.3,2,0,0,3,0.352
21.18,4.42,3,0,1,4,0.266
46.92,2.01,1,0,1,40,0.519
74.09,6.79,7,1,1,92,0.503
89.17,5.12,4,0,0,53,0.446
25.2,2.11,2,1,1,3,0.195
35.11,2.72,3,1,1,19,0.274
101.51,3.75,6,1,1,72,0.19
119.06,5.16,2,1,1,62,0.244
19.52,2.99,3,0,1,20,0.541
62.6,5.81,3,0,1,46,0.581
40.78,3.42,2,0,1,30,0.676
77.87,1.23,3,0,1,51,0.431
26.66,3.88,3,0,0,27,0.747
82.33,6.42,5,1,0,45,0.314
90.59,10.31,5,1,0,99,0.147
6.88,2.46,2,0,1,14,0.728
45.33,0.3,2,0,1,30,0.546
12.6,4.53,2,1,1,10,0.742
100.86,4.54,3,1,1,67,0.041
83.1,5.46,5,1,0,100,0.462
19.58,3.47,4,0,1,19,0.385
106.56,5.98,4,1,1,55,0.364
27.39,1.68,4,0,0,11,0.092
120.52,6.81,6,1,0,81,0.159
57.44,3.13,5,1,1,61,0.425
22.97,2.41,3,1,0,19,0.319
120.89,8.65,4,1,0,86,0.518
76.94,4.26,5,1,1,56,0.62
11.79,2.47,3,0,1,7,0.278
37.66,2.92,2,0,1,15,0.601
100.8,7.19,4,1,1,52,0.244
62.08,3.62,4,1,0,42,0.459
14.64,1.28,1,0,1,2,0.79
90.6,7.44,4,1,1,46,0.449
108.58,4.83,3,1,0,77,0.315
80.89,12.79,5,0,0,85,0.301
68.53,3.87,5,0,1,87,0.728
82.05,10.01,4,1,1,73,0.521
55.78,4.17,3,0,1,25,0.294
63.64,3.77,1,0,0,46,0.429
100.72,7.78,3,0,0,84,0.2
79.87,5.26,3,0,1,53,0.484
77.51,5.89,3,1,1,43,0.248
11.34,3.7,2,1,1,7,0.49
90.22,4.57,4,0,1,53,0.839
142.61,6.41,5,1,0,90,0.398
133.03,4.33,5,1,0,86,0.549
13.83,6.68,2,0,0,2,0.51
110.62,7.71,5,1,0,98,0.364
93.41,6.39,5,1,0,70,0.268
42.33,2.56,2,1,0,42,0.667
135.83,7.34,5,1,0,93,0.33
33.65,3.16,3,1,1,26,0.291
27.32,2.13,3,1,1,24,0.061
99.36,6.51,5,1,0,80,0.171
72.19,5.56,2,0,0,48,0.355
56.82,11.21,3,1,1,74,0.706
11.99,5.34,3,0,1,9,0.664
88.35,9.41,5,1,0,82,0.102
108.28,5.65,5,1,1,94,0.153
5.0,0.3,2,1,1,3,0.625
67.97,4.5,4,1,0,53,0.24
107.88,15.47,4,0,1,100,0.769
64.42,4.18,5,1,0,50,0.104
10.98,5.4,2,0,1,13,0.648
91.98,3.03,5,1,0,90,0.262
97.61,2.16,5,1,1,87,0.147
111.15,10.39,6,1,0,87,0.345
36.75,2.01,2,0,1,26,0.615
5.0,2.23,1,0,1,4,0.527
50.71,7.53,4,0,0,51,0.644
61.49,7.14,3,0,0,71,0.447
5.0,1.97,3,0,0,5,0.512
119.48,10.52,5,1,1,91,0.619
110.89,5.3,4,1,0,56,0.635
42.38,3.09,2,1,1,8,0.301
15.22,1.93,4,0,1,8,0.3
71.91,4.8,5,1,0,66,0.525
8.93,0.3,1,0,1,11,0.818
21.22,2.82,4,1,1,16,0.164
30.64,0.3,1,0,1,5,0.283
123.82,5.64,3,1,0,87,0.152
35.15,11.17,1,0,1,6,0.06
56.87,4.15,3,1,1,62,0.737
5.0,3.5,3,0,1,3,0.821
93.92,5.89,4,1,0,78,0.311
123.63,2.69,4,1,0,85,0.302
53.54,8.19,4,1,1,39,0.158
80.85,8.37,2,1,1,53,0.552
83.1,10.91,5,1,0,74,0.068
59.59,6.19,4,0,0,58,0.16
119.92,7.62,3,1,0,79,0.608
111.75,5.52,3,1,0,94,0.578
101.71,5.76,6,1,0,99,0.14
93.53,9.03,3,1,0,87,0.8
99.14,5.26,6,1,1,66,0.663
71.96,8.09,4,1,1,52,0.312
52.07,3.9,1,0,0,15,0.111
11.49,2.13,3,0,1,1,0.378
26.99,5.02,3,1,1,33,0.773
127.53,12.54,4,0,0,81,0.282
113.4,5.85,4,0,0,95,0.183
46.87,4.66,4,1,1,48,0.452
95.86,9.79,4,1,0,99,0.707
48.33,3.84,3,1,0,44,0.551
52.1,4.25,4,1,1,39,0.655
46.99,4.36,3,0,0,39,0.39
96.12,6.1,5,1,0,92,0.524
69.6,1.83,3,1,1,60,0.9
53.36,5.91,3,1,1,66,0.195
23.97,2.0,3,0,1,6,0.112
65.24,4.29,3,0,0,36,0.126
48.4,6.45,3,1,1,56,0.767
137.84,5.06,4,1,0,87,0.488
31.62,2.47,3,0,1,9,0.646
85.14,7.15,3,1,1,58,0.18
94.12,7.65,4,1,1,55,0.142
21.9,2.99,3,0,1,32,0.449
58.77,5.08,5,1,1,45,0.213
80.24,8.86,6,0,1,93,0.773
51.59,6.31,6,1,1,39,0.274
112.59,2.12,4,1,0,84,0.616
34.85,5.25,3,1,0,13,0.09
107.87,11.15,5,1,1,89,0.36
95.58,5.25,5,0,1,95,0.315
35.59,1.96,1,0,1,20,0.558
120.89,6.28,4,1,1,86,0.322
92.5,9.91,4,1,1,81,0.25
86.35,15.06,6,1,0,94,0.657
26.83,5.19,3,0,1,22,0.416
67.26,4.53,3,1,1,56,0.47
39.5,0.74,2,0,0,31,0.686
54.23,7.89,3,0,1,47,0.694
39.98,2.44,3,1,0,30,0.698
61.32,7.17,6,1,1,83,0.198
131.02,5.81,6,1,0,92,0.313
58.78,3.58,2,1,1,61,0.77
15.24,3.72,2,0,1,12,0.496
60.47,8.25,5,1,0,89,0.545
115.55,7.93,4,1,0,78,0.12
74.98,6.05,5,1,0,71,0.588
21.55,4.62,2,0,1,6,0.65
25.51,4.94,2,0,1,27,0.489
34.04,4.11,3,0,1,31,0.498
16.42,4.14,2,0,1,3,0.363
58.44,4.22,4,1,1,39,0.401
36.75,3.35,3,0,0,17,0.152
49.92,6.34,4,1,1,30,0.746
105.31,9.83,4,1,0,82,0.047
27.11,2.16,1,1,1,33,0.86
90.22,11.92,2,1,0,61,0.767
50.04,2.19,2,1,0,42,0.672
93.17,4.15,4,1,0,73,0.354
42.86,1.1,1,0,1,41,0.718
56.59,7.32,2,1,1,53,0.917
120.78,4.92,4,0,0,80,0.44
48.64,2.14,4,1,1,47,0.151
117.22,8.12,5,1,1,92,0.501
89.54,6.37,5,1,0,73,0.498
16.16,4.54,3,0,1,3,0.225
88.08,5.01,4,1,0,74,0.702
122.78,7.72,3,1,0,87,0.259
75.87,5.34,4,1,1,52,0.327
107.96,6.2,3,1,0,68,0.503
40.08,1.95,3,1,1,22,0.486
92.55,5.11,5,1,0,69,0.304
105.44,9.0,3,1,0,89,0.597
51.2,5.53,5,1,0,59,0.71
58.98,5.15,4,1,1,55,0.747
5.0,0.97,1,0,1,0,0.49
23.31,0.3,1,0,1,19,0.603
91.46,8.3,3,0,1,64,0.65
98.45,7.16,5,1,1,71,0.488
109.95,6.01,4,1,0,96,0.79
127.03,9.31,7,1,0,75,0.066
86.09,6.36,4,0,0,78,0.233
28.92,3.47,4,1,1,35,0.538
30.13,3.74,3,0,1,9,0.474
83.89,2.99,6,1,1,93,0.372
49.22,2.17,3,0,0,20,0.315
106.34,4.94,6,1,1,73,0.526
56.31,8.17,4,1,0,75,0.162
58.61,5.19,2,1,0,33,0.33
115.56,1.51,3,0,0,67,0.773
18.58,4.71,2,0,1,24,0.399
140.74,5.94,3,0,0,85,0.661
5.0,0.84,3,0,0,3,0.468
20.21,0.64,3,0,1,5,0.493
77.21,5.05,3,1,1,60,0.8
38.13,4.35,3,1,1,29,0.283
56.73,4.53,2,0,1,82,0.704
109.79,9.07,5,0,1,79,0.473
81.37,4.51,3,1,0,69,0.302
25.46,1.05,1,0,0,5,0.192
39.15,6.37,1,1,1,44,0.624
77.51,6.76,3,1,1,54,0.452
42.09,3.7,1,0,1,40,0.463
42.3,4.24,3,1,1,41,0.734
25.36,4.17,3,0,1,10,0.797
32.14,4.45,1,0,0,14,0.489
22.29,1.93,2,0,1,18,0.188
34.92,3.69,4,0,1,24,0.57
49.19,6.13,3,1,0,53,0.59
76.25,7.12,5,1,1,81,0.371
107.82,7.73,5,1,0,94,0.315
57.87,5.22,2,1,0,47,0.615
49.55,2.58,3,0,1,8,0.33
6.81,0.3,1,0,1,5,0.757
31.56,2.48,2,0,1,39,0.829
138.56,4.01,5,1,0,95,0.183
36.34,6.61,1,0,1,23,0.572
70.78,5.22,5,1,1,53,0.405
109.09,5.8,3,0,0,86,0.651
74.4,4.7,2,0,0,45,0.308
68.39,4.13,3,0,1,47,0.582
21.63,1.88,2,1,1,8,0.22
28.14,1.47,2,0,1,9,0.418
138.41,8.52,4,1,0,96,0.413
63.73,2.41,6,1,0,69,0.239
59.02,4.75,5,1,1,51,0.683
158.36,7.16,7,1,0,94,0.43
64.26,4.95,3,1,1,43,0.503
69.95,2.48,3,1,1,51,0.56
89.87,8.58,4,1,1,71,0.498
52.16,2.11,4,0,0,33,0.493
87.27,6.03,5,1,0,67,0.233
43.44,4.7,3,1,1,30,0.205
63.34,4.08,3,1,0,50,0.466
63.13,5.91,4,1,1,72,0.301
51.25,6.02,6,1,1,75,0.398
28.74,2.06,3,1,1,8,0.162
70.19,5.97,6,1,1,67,0.381
15.94,5.31,3,1,1,7,0.539
83.92,5.14,6,1,1,81,0.345
5.0,6.59,1,0,1,9,0.738
24.2,1.51,2,0,0,15,0.377
49.71,1.64,2,1,1,10,0.124
53.23,4.39,3,0,0,55,0.601
42.42,8.73,3,0,1,46,0.531
82.44,4.87,4,0,1,64,0.528
56.1,4.1,4,0,0,55,0.681
52.64,8.3,5,1,0,65,0.209
60.94,7.71,4,1,0,32,0.287
126.51,9.18,5,1,0,85,0.209
45.63,4.59,4,0,1,30,0.296
42.61,1.47,2,0,1,9,0.392
65.8,7.04,4,1,0,63,0.333
121.49,5.76,5,1,0,83,0.332
78.04,4.79,3,1,1,58,0.541
14.97,2.91,1,0,1,15,0.259
12.91,3.19,4,1,1,13,0.599
136.16,4.02,3,0,0,94,0.52
122.98,5.01,4,0,0,98,0.463
51.88,5.42,3,1,1,54,0.418
41.76,7.11,2,1,0,33,0.553
12.19,5.31,2,0,0,3,0.078
50.4,7.25,5,1,0,37,0.146
100.33,8.57,4,1,1,70,0.067
34.42,1.94,3,0,1,23,0.64
5.0,0.3,1,0,1,2,0.852
24.0,3.92,4,0,0,32,0.263
142.16,6.43,5,1,0,95,0.31
22.06,3.59,4,1,1,17,0.574
72.51,5.39,3,1,0,51,0.449
17.93,2.95,3,1,1,17,0.589
92.0,2.58,3,0,0,89,0.382
83.89,9.55,4,1,1,77,0.495
23.25,6.92,3,0,1,23,0.23
96.8,7.21,5,1,0,86,0.48
43.21,1.82,4,1,1,35,0.341
96.26,9.27,3,0,1,62,0.609
57.73,3.84,6,1,1,63,0.17
16.1,3.81,3,0,1,18,0.299
68.73,6.98,1,1,0,73,0.756
39.97,1.14,4,0,1,34,0.377
76.42,5.19,4,1,0,66,0.167
22.29,2.41,2,0,1,15,0.101
87.97,5.24,5,1,1,93,0.757
5.0,2.65,1,0,1,1,0.774
40.96,9.51,4,1,0,27,0.32
63.45,7.96,5,1,1,71,0.27
44.83,6.24,2,0,0,32,0.453
113.86,6.22,2,1,0,97,0.508
73.03,2.48,3,1,0,33,0.625
84.41,3.31,3,0,0,42,0.492
24.82,6.81,2,0,1,47,0.504
76.58,5.87,3,0,0,71,0.062
97.7,8.28,4,0,0,97,0.769
25.37,2.06,3,0,1,19,0.488
5.0,2.07,1,0,1,8,0.737
85.66,9.04,5,1,0,80,0.43
49.9,5.01,3,0,0,46,0.339
62.45,5.03,3,1,1,51,0.361
146.81,8.81,5,1,0,97,0.437
51.02,5.35,1,0,1,52,0.421
5.0,0.3,2,0,1,4,0.783
33.24,2.91,1,0,1,21,0.424
5.0,1.85,1,0,1,0,0.349
74.93,7.5,6,1,0,87,0.373
163.15,8.56,5,1,0,100,0.535
72.39,4.86,4,1,1,71,0.583
34.23,4.95,4,0,1,22,0.584
141.72,5.55,4,1,0,83,0.112
57.49,6.37,2,0,0,35,0.218
52.13,1.63,3,1,1,28,0.626
26.99,1.85,3,0,1,14,0.326
5.0,1.46,2,0,1,3,0.326
10.05,5.01,2,0,1,7,0.755
44.36,2.96,3,0,1,34,0.364
56.54,3.48,2,1,0,35,0.867
22.03,1.8,2,0,1,23,0.687
41.5,7.76,2,1,1,24,0.635
52.88,5.58,4,0,1,38,0.547
131.05,6.22,3,1,1,84,0.243
23.29,3.05,1,0,1,1,0.62
30.52,4.97,4,1,1,44,0.432
42.17,7.16,2,0,0,27,0.274
141.54,6.56,4,1,0,81,0.524
17.01,3.19,3,0,1,13,0.267
110.25,6.11,4,1,0,86,0.63
101.44,5.67,4,0,0,78,0.298
45.4,2.44,3,0,1,41,0.706
17.15,1.84,2,0,0,10,0.257
128.79,4.86,4,1,1,72,0.3
5.0,2.94,2,0,0,4,0.629
89.29,6.2,5,1,1,78,0.16
81.69,4.94,4,0,0,56,0.574
27.05,2.59,2,0,1,7,0.672
96.51,4.81,4,1,0,68,0.14
66.9,5.27,5,1,1,78,0.412
27.6,3.8,2,1,1,19,0.136
49.01,6.37,5,1,1,50,0.647
16.7,4.02,2,0,1,7,0.254
58.11,4.35,2,0,1,42,0.686
43.97,7.2,2,0,1,37,0.212
74.86,6.67,2,1,1,38,0.412
72.6,7.52,6,1,1,80,0.413
137.63,5.79,5,1,1,88,0.138
138.94,5.46,5,1,1,91,0.782
49.39,4.23,2,1,0,36,0.099
33.3,3.24,3,0,1,27,0.313
129.38,3.72,5,1,1,69,0.585
70.75,3.48,3,0,0,72,0.522
129.7,5.45,4,1,0,84,0.359
50.46,3.05,1,0,1,55,0.64
5.0,3.43,1,1,1,2,0.711
50.31,2.21,3,0,1,53,0.287
142.11,6.5,4,1,0,82,0.456
45.55,9.52,4,1,1,65,0.461
97.37,9.34,4,1,0,78,0.211
36.07,5.04,3,1,1,27,0.232
63.76,8.27,3,1,0,88,0.464
67.46,3.47,4,0,0,49,0.461
73.82,3.58,3,1,0,86,0.544
143.43,6.24,4,1,0,88,0.278
68.24,4.39,4,1,0,37,0.558
34.93,3.93,1,0,0,10,0.603
48.0,2.76,2,0,1,22,0.67
56.11,2.95,4,1,1,71,0.52
75.61,5.34,5,1,1,48,0.489
28.42,2.77,3,0,0,36,0.638
15.87,3.07,2,0,1,4,0.383
61.32,3.99,3,0,1,32,0.033
124.89,4.78,7,1,0,86,0.062
23.31,1.67,2,0,1,9,0.69
50.51,8.34,2,1,1,56,0.785
119.63,6.82,5,1,1,100,0.849
64.02,5.72,3,0,1,64,0.218
107.18,7.65,2,1,0,98,0.557
63.86,4.86,5,1,0,85,0.587
46.04,5.91,1,0,1,14,0.285
36.31,3.36,3,1,0,22,0.088
64.66,6.59,5,1,1,82,0.48
55.7,4.74,2,0,0,42,0.223
39.67,3.18,1,0,1,16,0.502
63.09,12.36,2,0,1,25,0.551
114.23,8.66,5,1,0,80,0.31
76.0,5.55,6,1,1,63,0.247
121.34,8.67,6,1,0,80,0.114
32.94,4.72,2,0,1,19,0.449
89.33,7.01,5,1,1,88,0.466
112.94,5.67,3,1,1,65,0.454
68.33,4.8,5,1,0,41,0.374
67.12,2.7,3,1,0,82,0.535
29.91,4.07,4,0,1,2,0.393
76.15,9.02,4,1,0,73,0.179
15.2,1.99,2,1,1,12,0.402
103.79,8.45,5,1,1,80,0.523
41.5,8.22,3,0,0,10,0.251
74.87,5.65,5,1,0,99,0.456
19.06,0.3,1,0,1,11,0.754
97.16,7.62,4,0,0,86,0.816
68.05,6.0,4,1,1,49,0.398
37.94,12.72,3,0,1,14,0.216
23.93,2.62,2,0,1,16,0.352
70.9,3.08,4,0,0,43,0.506
68.43,4.23,3,0,1,3,0.581
60.72,5.34,3,0,0,47,0.293
95.37,8.37,6,0,0,89,0.121
93.26,5.5,6,1,1,80,0.222
89.23,6.99,4,1,1,74,0.433
99.76,5.05,3,1,0,49,0.547
81.11,2.73,6,1,1,44,0.053
8.79,1.8,1,0,0,11,0.59
5.0,5.75,2,0,0,2,0.406
68.83,4.21,3,0,1,26,0.767
75.81,7.27,3,1,0,70,0.856
45.44,1.93,3,1,1,15,0.123
135.12,10.49,5,1,1,89,0.079
164.66,8.81,4,1,0,97,0.237
95.24,6.1,6,1,0,93,0.55
112.62,4.04,2,0,0,87,0.429
22.76,1.95,2,1,0,19,0.315
121.05,8.45,4,1,0,90,0.589
54.36,3.01,3,0,0,37,0.758
28.82,0.59,1,0,1,26,0.462
136.93,8.09,7,0,0,90,0.428
95.73,4.85,1,0,0,66,0.697
36.6,7.56,3,0,0,30,0.336
61.41,7.89,5,1,0,46,0.173
49.8,4.49,3,0,0,32,0.26
41.45,4.37,3,0,0,41,0.363
61.48,6.74,6,1,0,78,0.429
107.5,3.89,6,1,0,84,0.226
59.12,4.66,6,1,1,41,0.143
21.17,4.6,3,0,0,29,0.501
77.31,8.35,6,1,1,74,0.253
45.11,3.64,4,1,1,77,0.758
56.33,5.1,4,1,0,55,0.121
59.49,3.73,5,0,1,33,0.448
40.27,2.8,3,0,1,30,0.537
40.52,7.42,3,0,1,32,0.431
61.31,7.35,5,1,1,93,0.133
87.0,9.13,3,0,0,47,0.395
6.52,4.01,2,0,0,3,0.356
26.74,4.56,1,1,1,25,0.709
42.65,6.23,5,1,1,36,0.651
75.65,1.16,4,0,1,78,0.56
77.51,5.35,5,1,0,51,0.109
133.55,7.43,6,1,0,87,0.641
50.49,5.59,1,0,1,35,0.52
46.37,6.79,4,0,0,44,0.428
134.88,9.71,7,1,0,93,0.173
67.67,6.84,3,1,0,99,0.724
26.53,2.13,1,0,0,4,0.655
21.62,0.76,3,0,1,3,0.376
48.82,5.74,2,0,0,35,0.577
87.75,5.16,4,0,0,42,0.239
69.46,5.11,3,1,1,44,0.368
135.73,9.41,5,1,0,98,0.474
41.97,3.04,3,0,1,38,0.827
93.62,5.25,3,0,0,80,0.558
74.46,6.04,4,1,0,80,0.602
131.71,7.22,7,0,0,86,0.395
45.73,2.85,3,0,1,40,0.511
83.25,6.67,4,1,1,64,0.447
109.69,8.35,6,1,0,93,0.386
51.47,2.39,3,1,1,61,0.66
80.04,4.72,3,1,0,55,0.251
57.78,6.07,4,1,1,53,0.333
64.02,5.69,6,1,0,100,0.516
101.37,8.87,5,0,1,97,0.663
36.08,6.05,4,1,0,31,0.36
5.0,9.37,2,0,1,5,0.457
46.05,3.22,2,1,0,28,0.258
71.64,4.73,3,0,1,58,0.63
46.87,7.52,3,0,1,48,0.55
72.07,5.23,3,0,1,57,0.603
48.24,7.29,6,0,1,69,0.311
41.75,4.59,4,1,1,20,0.289
47.25,4.75,4,0,0,46,0.192
85.83,4.73,2,1,0,48,0.195
8.71,2.91,1,0,1,9,0.313
46.46,4.77,5,1,0,60,0.406
88.04,7.7,5,1,0,90,0.271
23.14,3.1,1,0,1,19,0.546
61.28,5.26,4,1,0,53,0.5
109.38,14.43,5,1,1,69,0.095
37.02,3.52,4,1,0,20,0.229
46.61,4.33,5,1,0,41,0.358
77.47,6.06,3,1,0,91,0.396
30.84,2.72,2,0,1,24,0.156
87.18,2.03,4,1,1,70,0.225
24.61,4.86,2,0,1,10,0.361
30.93,3.66,1,1,1,35,0.139
108.31,8.92,5,1,1,83,0.591
28.6,3.6,4,1,1,15,0.249
15.6,2.99,1,0,1,1,0.372
67.91,2.32,3,1,0,68,0.683
71.28,4.5,5,1,1,61,0.427
87.21,8.98,6,0,0,90,0.61
80.79,9.57,7,0,0,85,0.251
87.71,3.77,5,1,1,75,0.694
96.86,5.04,4,1,0,75,0.469
81.95,9.8,4,1,1,71,0.733
53.94,7.06,5,1,0,67,0.369
125.42,6.44,6,1,0,91,0.219
31.81,5.96,3,0,0,34,0.193
58.15,3.34,4,0,0,41,0.443
55.63,2.84,4,1,1,51,0.356
55.22,7.28,3,0,0,32,0.747
60.52,8.82,3,1,0,72,0.63
96.92,5.07,4,1,0,82,0.633
51.43,2.49,3,0,0,46,0.591
60.43,5.63,2,1,0,50,0.134
140.78,5.03,5,1,1,93,0.536
53.3,3.94,1,0,0,25,0.106
141.24,3.92,7,1,1,99,0.263
40.54,7.22,4,0,0,33,0.268
98.13,3.63,5,1,0,69,0.367
65.84,7.19,4,1,0,73,0.17
13.43,3.45,3,1,1,3,0.489
102.17,6.04,4,0,1,72,0.517
62.22,8.08,4,1,0,79,0.605
77.55,7.03,4,1,0,81,0.297
57.77,5.62,2,0,1,36,0.149
73.43,8.57,3,0,0,60,0.082
34.49,6.77,3,0,0,41,0.579
40.48,1.56,1,0,1,31,0.909
68.42,2.73,5,0,1,68,0.612
17.88,2.92,4,0,1,12,0.197
112.85,10.02,5,1,0,90,0.276
55.45,3.87,5,1,1,48,0.467
122.4,5.83,4,0,0,65,0.536
100.39,6.02,5,0,0,77,0.087
32.18,1.5,2,0,0,24,0.533
15.36,4.66,2,0,1,0,0.354
35.25,6.39,3,0,1,23,0.359
105.59,10.74,4,1,1,85,0.59
71.95,8.91,4,1,0,85,0.556
43.28,5.0,6,1,0,33,0.126
40.99,1.89,4,1,1,34,0.722
89.69,6.75,3,1,0,68,0.426
117.76,6.59,2,1,0,75,0.552
75.37,1.5,5,1,1,90,0.694
73.75,5.34,4,1,1,76,0.627
71.65,5.66,4,0,1,48,0.23
14.75,3.92,1,0,1,6,0.687
5.0,0.96,2,0,1,3,0.877
41.93,3.21,2,1,1,37,0.674
109.76,7.3,3,0,1,77,0.523
42.93,5.12,2,1,1,30,0.506
47.84,4.84,3,1,0,29,0.363
70.36,4.27,5,1,0,71,0.131
9.59,0.3,2,0,1,4,0.295
94.09,4.05,6,1,0,95,0.294
74.27,7.55,4,1,1,93,0.751
30.59,4.7,5,1,1,34,0.583
24.15,2.61,3,1,1,28,0.452
61.74,7.25,3,1,1,76,0.428
14.42,2.97,3,0,0,19,0.355
9.99,0.6,4,0,0,5,0.367
40.54,2.78,3,1,1,72,0.671
117.67,9.18,5,1,1,94,0.511
47.48,2.71,3,0,0,32,0.096
103.7,4.59,5,0,0,56,0.227
39.26,0.69,3,0,1,6,0.546
84.61,12.88,4,1,1,58,0.4
58.78,9.03,3,1,1,69,0.321
110.3,4.59,4,1,0,90,0.443
66.09,5.21,4,1,1,44,0.504
85.55,6.69,3,1,1,82,0.73
20.73,3.17,2,0,0,24,0.844
55.53,6.28,4,1,1,61,0.768
95.26,5.57,3,1,0,74,0.295
26.38,3.05,2,1,1,33,0.297
63.75,6.3,2,1,0,52,0.699
83.86,6.05,5,0,0,83,0.329
48.94,4.21,3,0,1,30,0.492
83.13,7.78,2,1,1,52,0.3
24.76,2.78,3,0,1,20,0.675
29.92,3.96,2,0,1,31,0.652
8.63,4.68,1,0,1,5,0.462
27.92,2.36,4,1,1,24,0.321
78.59,5.39,6,0,0,68,0.169
67.85,2.73,3,1,0,36,0.207
62.36,8.38,5,1,0,59,0.38
9.81,1.47,2,0,1,7,0.651
5.0,0.91,1,0,0,3,0.891
82.65,7.26,4,1,1,62,0.322
72.2,3.58,4,1,0,58,0.118
22.39,10.04,5,1,1,32,0.739
88.39,3.95,3,1,1,45,0.339
16.64,2.2,3,0,1,10,0.599
63.1,5.26,5,1,1,32,0.265
61.81,5.27,4,1,1,44,0.336
136.24,7.51,6,1,0,85,0.24
63.54,8.35,4,0,0,59,0.727
45.22,5.9,3,0,1,20,0.313
108.22,8.01,2,0,0,68,0.771
68.8,6.34,5,1,0,83,0.319
25.97,4.27,2,1,0,20,0.402
66.74,2.91,4,1,1,37,0.243
58.99,5.71,3,1,1,55,0.283
33.31,3.68,3,1,1,34,0.502
84.85,7.32,4,0,0,76,0.584
100.94,14.53,7,1,0,95,0.206
29.52,4.18,1,0,0,27,0.411
77.12,6.03,2,0,1,61,0.657
79.59,6.27,3,1,0,93,0.338
67.45,8.29,4,1,0,53,0.265
63.96,9.69,4,0,0,86,0.676
22.7,2.15,2,0,1,14,0.527
81.84,5.89,2,1,1,76,0.443
146.96,5.0,6,1,0,97,0.359
60.14,7.39,5,1,1,76,0.701
68.42,6.0,6,1,0,64,0.613
34.67,7.74,3,1,1,23,0.554
113.03,11.1,4,1,1,82,0.365
95.0,5.72,4,1,0,74,0.424
103.15,6.12,2,0,0,89,0.795
22.2,5.38,2,1,1,20,0.407
117.35,7.52,4,1,0,88,0.235
52.73,3.11,3,0,1,31,0.194
120.1,7.58,7,1,0,91,0.481
59.01,4.09,4,1,0,54,0.273
76.96,6.33,4,1,0,44,0.402
88.35,6.02,4,1,0,95,0.257
85.64,3.76,6,1,1,83,0.454
59.12,1.84,4,1,1,62,0.583
62.88,6.88,3,1,1,59,0.191
134.37,6.36,3,1,0,94,0.523
19.76,3.73,3,0,1,26,0.287
67.89,4.48,3,0,0,28,0.479
77.41,3.05,4,1,1,57,0.633
82.41,7.74,3,1,1,69,0.578
19.54,2.25,2,1,1,4,0.409
58.21,5.64,5,0,1,57,0.367
61.38,7.75,5,1,0,93,0.59
70.5,7.0,4,1,1,100,0.463
48.39,3.65,4,1,1,75,0.598
57.37,1.63,3,0,1,64,0.508
102.15,5.05,4,1,1,77,0.73
123.21,11.99,6,0,1,87,0.562
76.07,3.55,4,0,0,79,0.538
83.97,4.22,5,1,0,88,0.661
16.27,2.32,1,0,1,12,0.664
112.74,8.68,4,0,0,94,0.328
70.92,2.5,3,1,0,74,0.499
57.39,4.98,3,1,0,43,0.107
70.21,4.02,5,1,1,52,0.108
108.5,5.58,5,1,0,77,0.087
140.97,5.85,6,1,0,99,0.398
53.11,4.46,3,0,0,59,0.564
72.02,3.4,1,0,0,39,0.385
97.32,7.4,5,1,1,74,0.41
51.83,3.88,3,0,0,37,0.436
128.23,3.05,4,0,0,94,0.564
91.92,6.69,3,0,0,51,0.312
60.08,6.32,3,1,1,36,0.439
124.44,7.91,4,1,0,76,0.657
25.12,5.57,2,0,1,28,0.561
79.52,5.71,6,0,0,98,0.605
108.95,6.5,3,1,0,78,0.271
24.79,3.94,3,0,0,56,0.559
28.86,2.57,1,0,1,23,0.764
26.79,2.04,3,0,1,21,0.607
65.8,6.7,2,0,0,47,0.483
22.85,4.17,3,1,1,32,0.591
42.53,3.71,2,0,0,8,0.412
81.25,8.2,4,1,0,77,0.156
6.4,6.49,3,0,0,11,0.553
100.46,6.31,4,1,0,81,0.685
91.23,5.46,5,1,1,49,0.617
8.93,4.42,4,1,1,6,0.35
80.95,5.17,3,1,0,39,0.051
